handle,title,tag_count,flagged,near_duplicate_groups,all_tags
firm-lucille-natural-latex-generation-diamond-mattress,"Diamond Lucille Firm Natural Latex Lux Euro Top 15"" Mattress",56,yes,Brand_Diamond | Diamond  ;;  California King Innerspring Mattresses | Diamond California King Size Mattresses | Diamond Innerspring Mattresses | Diamond King Innerspring Mattresses | Diamond King Mattresses | Firm King Size Mattresses | Firm Queen Innerspring Mattresses | Firm Twin Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | mattress | Twin XL Innerspring Mattresses  ;;  Diamond Full Size Mattresses | Diamond Hybrid Mattresses | Diamond Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | Firm Diamond Mattresses | Firm Diamond Queen Mattresses | Firm Full Size Mattresses | Firm Twin Size Mattresses | Hybrid Queen Size Mattresses  ;;  Firm | Firm Bed in a Box Mattresses | Firm Mattresses | Firm Queen Size Mattress  ;;  Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Size_Twin | Size_Twin XL,"Back and Stomach, Brand_Diamond, California King Innerspring Mattresses, CertiPUR-US, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond Hybrid Mattresses, Diamond Innerspring Mattresses, Diamond King Innerspring Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, encasement, Feature_Adjustable Friendly, Firm, Firm Bed in a Box Mattresses, Firm Diamond Mattresses, Firm Diamond Queen Mattresses, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Queen Innerspring Mattresses, Firm Queen Size Mattress, Firm Twin Innerspring Mattresses, Firm Twin Size Mattresses, Full Innerspring Mattresses, height-14plus, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, made in usa, mattress, memorial-day, natural latex, Non-Toxic, popular, prestige, rating-5, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Type_Latex, Type_Pocketed Coil"
medium-lucille-luxury-natural-latex-diamond-mattress,"Diamond Lucille Medium Natural Latex Luxury Euro Top 15"" Mattress",63,yes,Brand_Diamond | Diamond  ;;  California King Innerspring Mattresses | Diamond California King Size Mattresses | Diamond Innerspring Mattresses | Diamond King Innerspring Mattresses | Diamond King Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | mattress | Medium California King Hybrid Mattresses | Medium King Size Mattresses | Twin XL Innerspring Mattresses  ;;  Diamond Full Size Mattresses | Diamond Hybrid Mattresses | Diamond Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | Full Size Mattress Sale | Hybrid Queen Size Mattresses | Medium Diamond Mattresses | Medium Full Size Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Hybrid Mattresses | Medium Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Medium | Medium Mattresses  ;;  Size_Twin | Size_Twin XL,"All, best selling, Brand_Diamond, California King Innerspring Mattresses, CertiPUR-US, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond Hybrid Mattresses, Diamond Innerspring Mattresses, Diamond King Innerspring Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, encasement, Feature_Adjustable Friendly, Full Innerspring Mattresses, Full Size Mattress Sale, height-14plus, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, Luxe_Collection, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Diamond Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, memorial-day, natural latex, Non-Toxic, popular, prestige, Queen Size Mattress Sale, rating-5, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin Size Mattress Sale, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Twin XL Size Mattress Sale, Type_Latex, Type_Pocketed Coil"
plush-lucille-luxury-natural-latex-diamond-mattress,"Diamond Lucille Plush Natural Latex Lux Euro Top 15"" Mattress",58,yes,Brand_Diamond | Diamond  ;;  California King Innerspring Mattresses | Diamond California King Size Mattresses | Diamond Innerspring Mattresses | Diamond King Innerspring Mattresses | Diamond King Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | mattress | Plush California King Size Mattresses | Plush King Mattresses | Twin XL Innerspring Mattresses  ;;  Diamond Full Size Mattresses | Diamond Hybrid Mattresses | Diamond Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | Full Size Mattress Sale | Hybrid Queen Size Mattresses | Plush Full Size Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses  ;;  Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Plush | Plush Mattresses | Plush Queen Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Brand_Diamond, California King Innerspring Mattresses, CertiPUR-US, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond Hybrid Mattresses, Diamond Innerspring Mattresses, Diamond King Innerspring Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, Feature_Adjustable Friendly, Full Innerspring Mattresses, Full Size Mattress Sale, height-14plus, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, Luxe_Collection, made in usa, mattress, Mattress Sale, natural latex, Non-Toxic, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush King Mattresses, Plush Mattresses, Plush Queen Mattresses, Plush Twin Size Mattresses, Plush Twin XL Size Mattresses, popular, prestige, Queen Size Mattress Sale, rating-5, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin Size Mattress Sale, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Twin XL Size Mattress Sale, Type_Latex, Type_Pocketed Coil"
firm-diana-luxury-natural-latex-euro-top-diamond-mattress,"Diamond Diana Firm Natural Latex Lux Euro Top 14"" Mattress",46,yes,Brand_Diamond | Diamond  ;;  Diamond California King Size Mattresses | Diamond Full Size Mattresses | Diamond King Mattresses | Diamond Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | Firm Diamond Mattresses | Firm Diamond Queen Mattresses | Firm Full Size Mattresses | Firm King Size Mattresses | Firm Twin Size Mattresses | mattress  ;;  Firm | Firm Bed in a Box Mattresses | Firm Mattresses | Firm Queen Innerspring Mattresses | Firm Queen Size Mattress | Firm Twin Innerspring Mattresses  ;;  Full Size Mattress Sale | Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Size_Twin | Size_Twin XL,"All, Back and Stomach, Brand_Diamond, CertiPUR-US, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, encasement, Feature_Adjustable Friendly, Firm, Firm Bed in a Box Mattresses, Firm Diamond Mattresses, Firm Diamond Queen Mattresses, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Queen Innerspring Mattresses, Firm Queen Size Mattress, Firm Twin Innerspring Mattresses, Firm Twin Size Mattresses, Full Size Mattress Sale, height-12-14, made in usa, mattress, Mattress Sale, natural latex, Non-Toxic, popular, prestige, Queen Size Mattress Sale, rating-5, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Size Mattress Sale, Type_Latex, Type_Pocketed Coil"
diana-natural-latex-luxury-plush-euro-top-diamond-mattress,"Diamond Diana Plush Natural Latex Lux Euro Top 16"" Mattress",34,yes,Brand_Diamond | Diamond  ;;  Diamond California King Size Mattresses | Diamond Full Size Mattresses | Diamond King Mattresses | Diamond Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses  ;;  Full Size Mattress Sale | Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Size_Twin | Size_Twin XL,"All, Brand_Diamond, CertiPUR-US, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, encasement, Feature_Adjustable Friendly, Full Size Mattress Sale, height-14plus, made in usa, Mattress Sale, natural latex, Non-Toxic, Plush, popular, prestige, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Size Mattress Sale, Type_Latex, Type_Pocketed Coil"
tempur-flat-foundation-by-tempur-pedic,"TEMPUR-Flat® High 9"" Box Spring Flat Foundation by TEMPUR-Pedic",12,yes,foundation | standard foundation  ;;  Size_Twin | Size_Twin XL,"box spring, Brand_Tempur-Pedic, foundation, made in usa, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, standard foundation, Tempur-pedic_suggestions"
copy-of-tempur-flat-standard-flat-foundation-high-9-by-tempur-pedic,"TEMPUR-Flat® Low Profile 5"" Box Spring Flat Foundation by Tempur-Pedic",12,yes,foundation | low profile foundation  ;;  Size_Twin | Size_Twin XL,"box spring, Brand_Tempur-Pedic, foundation, low profile foundation, made in usa, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Tempur-pedic_suggestions"
copy-of-tempur-flat-standard-flat-foundation-ultra-low-2-by-tempur-pedic,"TEMPUR-Flat® Ultra Low Profile 2"" Flat Foundation  by TEMPUR-Pedic",12,yes,Size_Twin | Size_Twin XL,"box spring, Brand_Tempur-Pedic, bunkie board, foundation, made in usa, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Tempur-pedic_suggestions"
stearns-foster-high-profile-9-flat-foundation-by-stearns-foster,"Standard Profile 9"" Flat Foundation by Stearns & Foster",12,yes,Brand_Stearns & Foster | Stearns  ;;  foundation | standard foundation  ;;  Size_Twin | Size_Twin XL,"box spring, Brand_Stearns & Foster, foundation, made in usa, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, standard foundation, Stearns"
copy-of-stearns-foster-low-profile-5-flat-foundation-by-stearns-foster,"Low Profile 5"" Flat Foundation by Stearns & Foster",11,yes,foundation | low profile foundation  ;;  Size_Twin | Size_Twin XL,"box spring, Brand_Stearns & Foster, foundation, low profile foundation, made in usa, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL"
micha-luxury-firm-by-eastman-house,"Eastman House Micah Firm 12.5"" Mattress",53,yes,Brand_Eastman House | eastman  ;;  California King Innerspring Mattresses | Eastman House Innerspring Mattresses | Eastman House King Size Mattresses | Firm King Size Mattresses | Firm Queen Innerspring Mattresses | Firm Twin Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | King Memory Foam Mattresses | mattress | Twin XL Innerspring Mattresses  ;;  Eastman House Full Size Mattresses | Eastman House Hybrid Mattresses | Eastman House Mattresses | Eastman House Memory Foam Mattresses | Eastman House Queen Memory Foam Mattresses | Eastman House Queen Size Mattresses | Firm Full Size Mattresses | Firm Twin Size Mattresses | Full Memory Foam Mattresses | Hybrid Queen Size Mattresses | Memory Foam Twin Size Mattresses  ;;  Firm | Firm Mattresses | Firm Queen Size Mattress  ;;  Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Memory Foam Mattresses | Memory Foam Queen Mattresses | Twin XL Memory Foam Mattresses  ;;  Size_Twin | Size_Twin XL,"Back and Stomach, best selling, Brand_Eastman House, California King Innerspring Mattresses, color_black, eastman, Eastman House Full Size Mattresses, Eastman House Hybrid Mattresses, Eastman House Innerspring Mattresses, Eastman House King Size Mattresses, Eastman House Mattresses, Eastman House Memory Foam Mattresses, Eastman House Queen Memory Foam Mattresses, Eastman House Queen Size Mattresses, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Queen Innerspring Mattresses, Firm Queen Size Mattress, Firm Twin Innerspring Mattresses, Firm Twin Size Mattresses, Full Innerspring Mattresses, Full Memory Foam Mattresses, height-12-14, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, King Memory Foam Mattresses, made in usa, mattress, memorial-day, Memory Foam Mattresses, Memory Foam Queen Mattresses, Memory Foam Twin Size Mattresses, Non-Toxic, rating-5, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Twin XL Memory Foam Mattresses, Type_Memory Foam, Type_Pocketed Coil"
royal-sands-luxury-firm-by-eastman-house,"Eastman House Royal Sands Firm Luxury Gel Memory Foam 13.5"" Mattress",52,yes,Brand_Eastman House | eastman  ;;  California King Innerspring Mattresses | Eastman House Innerspring Mattresses | Eastman House King Size Mattresses | Firm King Size Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | mattress | Twin XL Innerspring Mattresses  ;;  Eastman House Full Size Mattresses | Eastman House Hybrid Mattresses | Eastman House Mattress Sale | Eastman House Mattresses | Eastman House Memory Foam Mattresses | Eastman House Queen Memory Foam Mattresses | Eastman House Queen Size Mattresses | Eastman House Twin Size Mattress Sale | Firm Full Size Mattresses | Firm Twin Size Mattresses | Full Size Mattress Sale | Hybrid Queen Size Mattresses  ;;  Firm | Firm Mattresses | Firm Queen Size Mattress  ;;  Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Size_Twin | Size_Twin XL,"Back and Stomach, best selling, Brand_Eastman House, California King Innerspring Mattresses, CertiPUR-US, eastman, Eastman House Full Size Mattresses, Eastman House Hybrid Mattresses, Eastman House Innerspring Mattresses, Eastman House King Size Mattresses, Eastman House Mattress Sale, Eastman House Mattresses, Eastman House Memory Foam Mattresses, Eastman House Queen Memory Foam Mattresses, Eastman House Queen Size Mattresses, Eastman House Twin Size Mattress Sale, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Queen Size Mattress, Firm Twin Size Mattresses, Full Innerspring Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-12-14, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, made in usa, mattress, Mattress Sale, Non-Toxic, Queen Size Mattress Sale, rating-5, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin Size Mattress Sale, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Twin XL Size Mattress Sale, Type_Gel Foam, Type_Pocketed Coil"
spruce-firm-innerspring-by-eclipse-mattress,"Eastman House Spruce Firm 9"" Mattress",47,yes,Brand_Eastman House | eastman  ;;  California King Innerspring Mattresses | Eastman House King Size Mattresses | Extra Firm Eastman House Innerspring Mattresses | Firm King Size Mattresses | Firm Queen Innerspring Mattresses | Firm Twin Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | mattress | Twin XL Innerspring Mattresses  ;;  Eastman House Full Size Mattresses | Eastman House Hybrid Mattresses | Eastman House Mattresses | Eastman House Queen Size Mattresses | Extra Firm Eastman House Mattresses | Firm Full Size Mattresses | Firm Twin Size Mattresses | Hybrid Queen Size Mattresses  ;;  Firm | Firm Mattresses | Firm Queen Size Mattress  ;;  Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Size_Twin | Size_Twin XL,"Back and Stomach, best selling, Brand_Eastman House, California King Innerspring Mattresses, CertiPUR-US, daybed_suggestions, eastman, Eastman House Full Size Mattresses, Eastman House Hybrid Mattresses, Eastman House King Size Mattresses, Eastman House Mattresses, Eastman House Queen Size Mattresses, encasement, Extra Firm Eastman House Innerspring Mattresses, Extra Firm Eastman House Mattresses, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Queen Innerspring Mattresses, Firm Queen Size Mattress, Firm Twin Innerspring Mattresses, Firm Twin Size Mattresses, Full Innerspring Mattresses, height-8-10, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, made in usa, mattress, Non-Toxic, popular, rating-4plus, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Type_Innerspring"
spruce-plush-pillow-top-innerspring-by-eastman-house,"Eastman House Spruce Medium Pillow Top 11"" Mattress",58,yes,Brand_Eastman House | eastman  ;;  California King Innerspring Mattresses | Eastman House King Size Mattresses | Extra Firm Eastman House Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | mattress | Medium California King Hybrid Mattresses | Medium King Size Mattresses | Twin XL Innerspring Mattresses  ;;  Comfort_Pillow Top | Pillow Top  ;;  Eastman House Full Size Mattresses | Eastman House Hybrid Mattresses | Eastman House Mattress Sale | Eastman House Mattresses | Eastman House Queen Size Mattresses | Eastman House Twin Size Mattress Sale | Extra Firm Eastman House Mattresses | Full Size Mattress Sale | Hybrid Queen Size Mattresses | Medium Full Size Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses | Plush Eastman House Mattresses  ;;  Hybrid Mattresses | Medium Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Medium | Medium Mattresses  ;;  Size_Twin | Size_Twin XL,"All, best selling, Brand_Eastman House, California King Innerspring Mattresses, CertiPUR-US, Comfort_Pillow Top, eastman, Eastman House Full Size Mattresses, Eastman House Hybrid Mattresses, Eastman House King Size Mattresses, Eastman House Mattress Sale, Eastman House Mattresses, Eastman House Queen Size Mattresses, Eastman House Twin Size Mattress Sale, encasement, Extra Firm Eastman House Innerspring Mattresses, Extra Firm Eastman House Mattresses, Full Innerspring Mattresses, Full Size Mattress Sale, height-10-12, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Non-Toxic, Pillow Top, Plush Eastman House Mattresses, popular, Queen Size Mattress Sale, rating-4plus, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin Size Mattress Sale, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Twin XL Size Mattress Sale, Type_Innerspring"
diana-natural-latex-luxury-medium-euro-top-by-diamond-mattress,"Diamond Diana Medium Natural Latex Lux Euro Top 15.5"" Mattress",47,yes,Brand_Diamond | Diamond  ;;  Diamond California King Size Mattresses | Diamond Full Size Mattresses | Diamond King Mattresses | Diamond Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | mattress | Medium California King Hybrid Mattresses | Medium Diamond Mattresses | Medium Full Size Mattresses | Medium King Size Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Full Size Mattress Sale | Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Medium | Medium Hybrid Mattresses | Medium Mattresses | Medium Queen Bed in a Box Mattresses  ;;  Size_Twin | Size_Twin XL,"All, best selling, Brand_Diamond, CertiPUR-US, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, encasement, Feature_Adjustable Friendly, Full Size Mattress Sale, height-14plus, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Diamond Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Bed in a Box Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, natural latex, Non-Toxic, popular, prestige, Queen Size Mattress Sale, rating-5, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Size Mattress Sale, Type_Latex, Type_Pocketed Coil"
topaz-diamond-mattress,"Diamond Dreamstage Value Collection Topaz Firm Tight Top 7"" Mattress",33,yes,Brand_Diamond | Diamond  ;;  Diamond California King Size Mattresses | Diamond Full Size Mattresses | Diamond King Mattresses | Diamond Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | mattress | Medium Diamond Mattresses | Medium Full Size Mattresses | Medium King Size Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL,"Brand_Diamond, CertiPUR-US, daybed_suggestions, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, Firm, height-8-10, made in usa, mattress, Medium Diamond Mattresses, Medium Full Size Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Non-Toxic, popular, rating-4plus, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Type_Innerspring"
royal-sands-luxury-pillow-top-by-eastman-house,"Eastman House Royal Sands Medium Luxury Gel Memory Foam Pillow Top 14"" Mattress",64,yes,Brand_Eastman House | eastman  ;;  California King Innerspring Mattresses | Eastman House Innerspring Mattresses | Eastman House King Size Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | King Memory Foam Mattresses | mattress | Medium California King Hybrid Mattresses | Medium King Size Mattresses | Twin XL Innerspring Mattresses  ;;  Eastman House Full Size Mattresses | Eastman House Hybrid Mattresses | Eastman House Mattress Sale | Eastman House Mattresses | Eastman House Memory Foam Mattresses | Eastman House Queen Memory Foam Mattresses | Eastman House Queen Size Mattresses | Eastman House Twin Size Mattress Sale | Full Memory Foam Mattresses | Full Size Mattress Sale | Hybrid Queen Size Mattresses | Medium Full Size Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses | Memory Foam Twin Size Mattresses | Plush Eastman House Mattresses  ;;  Gel Memory Foam | Medium Memory Foam Mattresses | Memory Foam Mattresses | Memory Foam Queen Mattresses | Twin XL Memory Foam Mattresses  ;;  Hybrid Mattresses | Medium Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Medium Mattresses | Medium Twin Foam Mattresses  ;;  Size_Twin | Size_Twin XL,"All, best selling, Brand_Eastman House, California King Innerspring Mattresses, CertiPUR-US, eastman, Eastman House Full Size Mattresses, Eastman House Hybrid Mattresses, Eastman House Innerspring Mattresses, Eastman House King Size Mattresses, Eastman House Mattress Sale, Eastman House Mattresses, Eastman House Memory Foam Mattresses, Eastman House Queen Memory Foam Mattresses, Eastman House Queen Size Mattresses, Eastman House Twin Size Mattress Sale, Full Innerspring Mattresses, Full Memory Foam Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-12-14, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, King Memory Foam Mattresses, made in usa, mattress, Mattress Sale, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Memory Foam Mattresses, Medium Queen Size Mattresses, Medium Twin Foam Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Memory Foam Mattresses, Memory Foam Queen Mattresses, Memory Foam Twin Size Mattresses, Non-Toxic, Plush, Plush Eastman House Mattresses, Queen Size Mattress Sale, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin Size Mattress Sale, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Twin XL Memory Foam Mattresses, Twin XL Size Mattress Sale, Type_Gel Foam, Type_Memory Foam, Type_Pocketed Coil"
